Word,Group,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
shed_light,1,-1.007650139,-0.928222485,-0.900479808,-0.844033102,-0.75117583,-0.6745,-0.533292819,-0.559550226,-0.371541304,-0.320506043,-0.240553755,-0.090839505,0,0.052997276,0.15544948,0.281774653,0.432656104,0.627144321,0.787772234,0.979368534,1.165713495,1.415712082,1.656884104,2.681673462,4.35320156
ever-evolving,1,-0.737135942,-0.905651812,-0.990701311,0,-0.950412557,-0.669807197,-0.7060307,-0.567480269,-0.454159504,-0.246910354,-0.764850282,-0.6745,0.188388592,-0.328572782,0.159746753,0.000999827,0.273054754,0.414468518,0.703601334,0.672857732,0.675597682,1.067814741,1.457462034,2.570209405,4.232682679
further research,0,-0.952485693,-0.971218276,-0.902208448,-0.807030737,-0.701387428,-0.6745,-0.581617475,-0.388000043,-0.384318123,-0.31872808,-0.162147413,-0.086308628,0,0.126587591,0.198333742,0.299403658,0.431734521,0.606792711,0.76671003,0.886622902,1.001064896,1.324168971,1.603947513,2.286654714,4.209189511
juxtapose,1,1.386333024,0.698887568,2.154207343,2.056991147,0.764450037,0.508213534,0.34439088,0.693500588,0.229426882,-0.008727743,0,-0.210927408,0.00626393,-0.648692608,-0.041425458,-0.098886578,-0.635287797,-0.823999133,-1.472858779,-0.6745,-0.566802161,-1.467889395,-1.425879303,1.119614877,4.055351907
insight,1,-1.094372143,-1.029366726,-0.932033116,-0.876027139,-0.769956838,-0.6745,-0.587970633,-0.488292728,-0.418043881,-0.332242637,-0.197485638,-0.105382973,0,0.08843604,0.184215428,0.282160579,0.396856,0.551636566,0.68911735,0.805678568,0.908322329,1.124395007,1.335309744,1.98878775,3.984817375
interplay,1,-1.424753294,-1.347235992,-1.264114245,-1.147265518,-1.104822641,-1.022340434,-0.835931287,-0.6745,-0.553980782,-0.509447419,-0.30429034,-0.245946478,0,0.059289437,0.215743679,0.277823838,0.319448921,0.417634053,0.496976058,0.550125011,0.683985134,0.898888019,0.743128901,1.371074053,3.982718825
journey,1,-0.849478068,-0.888175589,-0.946420634,-0.68965019,-0.823545576,-0.6745,-0.629415057,-0.489004648,-0.478376939,-0.409329961,-0.179593796,-0.123991569,0.036363891,0,0.205239186,0.18147346,0.342390856,0.584423361,0.75611079,0.813131354,1.151510134,1.583101598,1.941344451,2.487112007,3.968289684
elucidate,1,-1.341069483,-1.139770067,-0.953874055,-0.884989913,-0.774799668,-0.6745,-0.647985582,-0.43775721,-0.34538615,-0.333575874,-0.203701289,-0.116138065,0,0.096550543,0.20641352,0.258984181,0.366518922,0.577374284,0.716716999,0.818738914,0.737146145,0.9183895,1.038766501,1.437264122,3.940339883
dive,1,-0.820562699,0.46901384,-2.010526677,0.6745,-1.98477745,-1.121769422,-0.967612498,-0.78381435,0.066784412,-0.628472905,-1.429321793,-0.827726229,0,0.134866157,-0.03519719,0.23901938,0.018698507,0.692521638,0.313249352,0.415710403,-0.347036398,0.774733024,-0.169837724,2.01154198,3.804145028
scholarly,1,-0.612306523,-0.530875888,-0.74420648,-0.684005722,-0.701895053,-0.504848008,-0.6745,-0.52465912,-0.329785364,-0.442873794,-0.111979214,-0.055022268,0,0.454269053,0.481373904,0.55743258,1.150753454,1.393878101,1.578523855,1.837222667,1.854544492,2.321930668,2.446962516,2.96177412,3.748807942
vital,1,-0.963984422,-0.892850015,-0.80578385,-0.6745,-0.721866125,-0.583068324,-0.582210435,-0.427204675,-0.454701459,-0.34052454,-0.207991891,-0.125434016,0,0.176954536,0.270721509,0.392061738,0.588816057,0.816816,1.012343078,1.289544923,1.656421581,2.09690584,2.443028421,2.786585063,3.674238525
aim to,0,-0.928955398,-0.877790074,-0.821462994,-0.733958683,-0.6745,-0.598744872,-0.53461665,-0.463154445,-0.417005757,-0.339067429,-0.225053437,-0.119759922,0,0.150488859,0.285210902,0.451152271,0.608381859,0.804498954,1.019357059,1.288129443,1.653029526,2.157035119,2.536745367,2.903234111,3.660987081
excellently,1,-1.248260581,-0.962374075,-0.114086449,-0.658201936,-0.598359271,-0.43706301,-0.332813342,-0.944344468,0.463723382,-0.215654583,-0.708719871,0.864821503,-0.391079427,0.285226229,0.297886032,0,-0.982000474,0.6745,0.750108465,0.559733061,1.58502211,1.593895426,2.596566616,2.546237332,3.64532919
unearth,1,-0.546919264,-0.826871867,-0.6745,-0.705232767,-0.599449863,-0.356377527,-0.229821374,-0.82094916,-0.5390799,-0.41248352,-0.19713409,-0.003861709,0,0.24090959,0.405200224,0.183651236,0.759599572,0.802161189,0.816013177,1.066181876,1.263644874,1.569481812,1.884499774,2.254296266,3.612306921
significant,1,-1.814639486,-1.674958978,-1.542176693,-1.353336417,-1.221003193,-0.996890215,-0.871026411,-0.725117571,-0.6745,-0.611932842,-0.39734745,-0.236446571,0,0.152127987,0.234364848,0.238028821,0.248085882,0.337434655,0.408879968,0.442657058,0.431624727,0.747907997,1.003501225,1.485166494,3.561082912
highlight,1,-0.954977925,-0.912143701,-0.866879837,-0.810714934,-0.744683051,-0.6745,-0.589945116,-0.500662432,-0.422162116,-0.316621084,-0.214713397,-0.118864248,0,0.102843561,0.213554843,0.303076616,0.447044199,0.585684803,0.713659064,0.823902964,1.031629042,1.324300847,1.432918918,1.888214853,3.543562871
embrace,1,-1.289168449,-1.006191864,-1.168248939,-0.872585573,-0.6745,-0.76283632,-0.864998043,-0.570448757,-0.306691297,-0.40404333,-0.124031084,0,-0.068042377,0.019533227,0.049431825,0.350935529,0.462436882,0.699863748,0.651069943,0.671143033,1.118468657,1.646538164,1.473413896,2.198700287,3.538453905
capability,1,-1.114744366,-0.983477603,-0.9167918,-0.929929747,-0.836949734,-0.6745,-0.627340501,-0.518796475,-0.450971745,-0.369827888,-0.26673307,-0.13080071,0,0.058507906,0.211987679,0.265818153,0.384874002,0.531723374,0.717032505,0.856792751,0.814515814,0.934226221,1.252116586,1.741206017,3.52856504
landscape,1,-0.811149064,-0.743202333,-0.723779923,-0.699732737,-0.6745,-0.600495701,-0.495049902,-0.409315022,-0.345567619,-0.293399978,-0.212136802,-0.180286737,0,0.150568788,0.24101511,0.406909778,0.572223675,0.736131418,0.92570485,1.026264376,1.209517618,1.488512771,1.704122564,2.173022802,3.448373043
treasure trove,1,-0.680991653,-0.696574244,0,-0.740253348,-0.776222415,-0.240878581,-0.307728171,-0.608037022,-0.405587492,-0.6745,0.250369254,-0.359434272,-0.323720592,0.242525973,-0.077483949,0.274878247,0.713708332,0.607758419,0.766764043,0.742638634,0.779694858,1.290840604,1.582576355,2.260772892,3.409334149
spearhead,1,-1.339799796,-0.600039802,-1.073320761,-1.186525539,-0.320024133,0.036303977,0.390431186,-1.169637434,-0.001895826,0.090476658,1.008928052,0.03063829,-0.587335589,-0.732834782,-0.6745,0.251839773,-0.842531192,0.28990883,0,-0.006363002,0.729696863,1.367413482,0.89426327,0.853056295,3.403290828
models,0,-11.62272164,-9.365489759,-8.467607862,-7.174859635,-5.641662834,-3.783518106,-2.859881177,-1.198844966,-0.564385334,-0.426207041,-0.03375005,0.312423413,1.043715942,0.658539585,0.20496284,0.141693504,0,0.644065618,0.6745,0.732838607,-0.586091997,0.09443486,0.418550703,0.873111139,3.387392737
explore,1,-1.060233385,-1.004220536,-0.939864184,-0.862822164,-0.763102184,-0.6745,-0.579880426,-0.504501036,-0.422156132,-0.339591775,-0.230873666,-0.109459233,0,0.10501396,0.239151522,0.330038483,0.449274752,0.6434766,0.844912177,1.043237243,1.226534521,1.59605344,2.021385499,2.241001172,3.355704675
vibrant,1,-1.420506632,-0.937546425,-1.250053704,-1.659780006,-1.171508897,-0.999906503,-0.671663216,-1.017351343,-0.576445002,-0.40744581,-0.140665157,0,-0.001426076,0.150017632,0.473598512,0.263384503,0.258316402,0.387071983,0.909402944,0.6745,0.37409285,1.174948075,1.082898577,1.213519735,3.250595115
aethetic,1,-1.867216999,-1.689487971,-1.460319639,-1.363456682,-1.469001438,-1.647771432,-0.944124381,-0.836487071,-0.337683736,-0.31669092,-0.228074255,0,0.176928829,0.166451895,-0.082926758,0.310845222,0.214739975,0.311234699,0.386513543,0.432397488,0.6745,1.045179529,1.391095394,1.947378469,3.231626129
efficacy,0,-1.256550052,-1.166546135,-0.976294102,-0.841119033,-0.765331986,-0.6745,-0.565214053,-0.45584915,-0.434797753,-0.315745253,-0.197537415,-0.074640114,0,0.105464355,0.227040108,0.347520445,0.476878747,0.644595149,0.753302369,0.860321238,0.987396629,1.318992982,1.524765213,1.807001696,3.174388196
paramount,1,-0.883855362,-0.845620276,-0.853669672,-0.666680223,-0.703721657,-0.59301832,-0.685632841,-0.520409745,-0.34778966,-0.312138692,-0.205389891,-0.04234999,0,0.125320545,0.271383273,0.278760215,0.439143104,0.6745,0.763070689,0.884340111,1.285621715,1.561285728,1.478876463,2.050666027,3.146205736
facilitate,1,-1.144745141,-1.064724365,-0.98747094,-0.894117962,-0.731265319,-0.6745,-0.618692416,-0.503991687,-0.412917034,-0.310852949,-0.188270607,-0.109371394,0,0.119939092,0.195620231,0.263642206,0.407985364,0.569066695,0.686151604,0.812500055,0.85853126,1.083343327,1.199027543,1.640730596,3.097872502
finding,1,-1.397158512,-1.346665306,-1.267375349,-1.145635981,-1.076052924,-1.001229039,-0.872396599,-0.700435707,-0.559323192,-0.45645783,-0.2796246,-0.140457343,0,0.024560883,0.084785776,0.157055189,0.221453986,0.453413911,0.583499029,0.6745,0.66341887,0.97058169,1.177755512,1.633649538,3.091797958
new era,1,-1.387358882,-1.25257868,-1.191671048,-0.605450859,-0.94331167,-1.203579878,-1.006110842,-0.51130727,-0.848687314,-0.485542901,-0.435377648,0.163263662,-0.195104608,0,0.01130196,0.26825997,0.511433373,0.371443551,0.6745,0.85908291,0.650351322,0.917578826,1.228028049,1.95772165,3.001308655
cornerstone,1,-1.403061385,-1.114314745,-1.165898821,-0.798890859,-0.941533565,-0.652732794,-0.719457751,-0.61932096,-0.428224249,-0.357359829,-0.297987195,-0.083859149,0,0.142276523,0.228084404,0.296519278,0.47465947,0.598645935,0.766504338,0.6745,1.020734227,1.351184363,1.53646672,1.789926032,2.99253552
reveal,1,-1.129051055,-1.026597239,-0.95783432,-0.854421558,-0.810540906,-0.6745,-0.566829622,-0.467931337,-0.40304286,-0.29359942,-0.170288665,-0.08171413,0,0.110333788,0.204919944,0.277202641,0.367060794,0.509336055,0.677031582,0.788357556,0.774027586,0.953216528,1.211257584,1.583893738,2.984620334
fortify,1,-1.564286446,0.172092477,0.989283234,0,-1.212987922,-1.054454717,-0.276000299,1.462351164,1.017131773,0.598083485,0.426550153,0.6745,0.914715004,0.664435386,0.048490317,-0.156234497,0.682203779,-0.110602033,-0.707567228,-0.055464101,-0.510639383,-0.891712391,-1.289497628,-0.15600152,2.770844198
methodical,1,-0.6745,-2.062484982,-1.44509707,-0.672484432,-1.189900183,-0.666502747,-0.89250641,-0.230489927,0,0.594397436,-0.338940476,-1.118835165,1.542559524,-0.084198718,0.521251832,-0.505322344,0.701352564,0.674434982,1.140356227,0.525217949,1.190160256,0.509873626,0.830283883,0.891986264,2.766659341
state-of-the-art,1,-0.872751962,-0.790998813,-0.812851088,-0.768805121,-0.6745,-0.62386098,-0.585881586,-0.517249953,-0.469480175,-0.38633316,-0.206748445,-0.135602828,0,0.144302317,0.312221413,0.417844584,0.634589495,0.860536793,1.20182434,1.362862791,1.521006369,2.002760665,2.48515935,2.760391276,2.722008435
keen,1,-0.61046519,-0.267844528,-0.756196024,-0.575728027,-1.421169985,-1.855715027,-1.228697183,-0.446040323,-0.382487495,-0.6745,0,0.894146284,-0.029056656,0.115090522,-0.253763756,0.486389138,0.36086714,0.90203014,0.877449035,0.590635055,0.825876914,0.898208708,1.610647611,1.414721749,2.567623749
enrich,1,-0.829592888,-0.719387216,-0.746870549,-0.709412319,-0.6745,-0.591017768,-0.540488662,-0.402223001,-0.353593446,-0.333010229,-0.202099181,-0.057485271,0,0.12396135,0.235825134,0.342118165,0.462108311,0.745909815,0.954539404,1.277452578,1.450911521,1.800621789,2.284980771,2.416379731,2.540404316
complexity,1,-1.273515681,-1.085937683,-0.977719845,-1.002463962,-0.840768598,-0.72942548,-0.601940956,-0.537873955,-0.403224163,-0.322015729,-0.230608249,-0.089746847,0,0.092408745,0.242681536,0.279350249,0.389642334,0.538977541,0.67622215,0.6745,0.6895236,0.886940512,1.060916896,1.354342961,2.52626139
overarching,1,-0.741761781,-0.711889702,-0.688969166,-0.715999705,-0.6745,-0.52280346,-0.539337821,-0.484472188,-0.391536041,-0.307638678,-0.168093411,-0.090816904,0,0.028669041,0.35865459,0.480840555,0.595052099,0.785705727,1.073384646,1.189947743,1.32441062,1.671160469,2.092192862,2.21581062,2.472208187
hurdle,1,-1.226218398,-1.133203598,-1.049175055,-0.957921366,-0.872662341,-0.6745,-0.706231559,-0.642432854,-0.608776692,-0.263805337,-0.119417133,-0.024457652,0.174880675,0,0.221707886,0.475328032,0.580036728,0.641494933,0.613836303,0.715975038,0.890726641,1.083565492,1.141676437,1.227970905,2.395630909
kaleidoscope,1,0.502031523,0,0.6745,-2.834981289,-0.804268054,-0.386189904,-1.449888795,-0.137487904,-0.322391481,-1.204798896,-0.177797805,1.093762445,-0.588857909,-0.915526012,0.615921249,0.805518143,0.03794131,-1.186185723,0.203413673,-0.730490847,0.002609836,1.089025264,0.365048041,1.191225557,2.36334887
examine,0,-0.908877463,-0.598214801,-0.6745,0,-0.007014984,0.154641468,0.604776646,1.109920213,0.809180073,0.328675261,0.649176247,1.038997796,0.934954755,0.80899814,0.442389502,0.057413284,-0.082104081,-0.103596248,-0.249635264,-0.745400839,-2.23621394,-1.324795767,-1.120734627,-0.811554082,2.341279612
potential,1,-1.139324644,-1.062169489,-0.976075564,-0.88810059,-0.78246782,-0.6745,-0.60107348,-0.494679197,-0.415003321,-0.347936463,-0.199538566,-0.103534699,0,0.09471212,0.205412195,0.278011544,0.382834191,0.560662491,0.688424471,0.79046039,0.870900499,0.987898516,1.083752355,1.423009561,2.267962497
primary outcome,0,-0.839243896,-0.811316606,-0.773861693,-0.729530125,-0.6745,-0.623554768,-0.582733158,-0.497960804,-0.43892472,-0.355634677,-0.26877149,-0.165527745,0,0.132005357,0.256523072,0.41175054,0.605659451,0.852636874,1.054628288,1.338238636,1.48977266,1.734842927,1.929695455,2.002983315,2.191099223
safety,0,-1.303926549,-1.12635108,-0.985730062,-0.87557574,-0.767202359,-0.6745,-0.590522735,-0.494926305,-0.4191907,-0.340153711,-0.220047924,-0.143668995,0,0.138985672,0.210676292,0.365382625,0.492949685,0.649211807,0.727172009,0.862297294,1.145962155,1.370621269,1.467221467,1.543619232,2.125985626
optimize,1,-1.358580626,-1.264788135,-1.232290505,-1.128479542,-0.967049104,-0.849430565,-0.663107672,-0.526711616,-0.438981905,-0.381320561,-0.243487136,-0.143682959,0,0.065149252,0.18462012,0.195962951,0.29849852,0.424580895,0.6745,0.746428233,0.750517868,0.916842847,1.215508487,1.490331224,2.123674075
registered with,0,-0.718497691,-0.698860563,-0.744236459,-0.653609791,-0.688394298,-0.619487706,-0.619809717,-0.45523653,-0.314227161,-0.212317241,-0.123081658,-0.157122781,0,0.216109606,0.425243541,0.6745,0.625269177,0.980969465,1.114835719,1.194098172,1.131939083,1.460038461,1.715418642,1.835881894,2.112189084
analysis,0,-2.259124712,-1.910708709,-1.771209294,-1.459867523,-1.076838143,-0.783496001,-0.709221236,-0.611321971,-0.6745,-0.472597412,-0.336014661,-0.180040991,0,0.118198641,0.107867779,0.151159461,0.155549815,0.282629286,0.513173991,0.731563545,0.451931718,0.779483351,1.02993818,0.948186588,2.105881901
robust,1,-1.240824378,-1.199633082,-1.084903744,-1.011732236,-0.840865393,-0.746632514,-0.606000026,-0.491312807,-0.415650479,-0.314224862,-0.18992305,-0.091386457,0,0.13328751,0.207339984,0.300973549,0.419756297,0.549172699,0.6745,0.739379491,0.754603976,0.911952322,1.040990454,1.262559656,2.065146409
this study,0,-1.196021841,-1.110902112,-1.04821673,-0.955542479,-0.886363233,-0.77134555,-0.6745,-0.563263981,-0.500654,-0.405088089,-0.238549331,-0.11838847,0,0.110143456,0.213115537,0.281200681,0.357719141,0.448360475,0.566285184,0.704003517,0.758050442,0.962577723,1.252331096,1.420381623,2.060978634
versatile,1,-1.071295138,-0.98800172,-0.876261049,-0.868260017,-0.710576242,-0.6745,-0.635074669,-0.511248214,-0.425561085,-0.277341944,-0.186822468,-0.015806916,0,0.08294454,0.298839715,0.373237092,0.479484162,0.583928578,0.777140358,0.913897766,0.836878538,0.910705215,0.968161297,1.274319028,2.037502858
paradigm shift,1,-0.989175206,-0.953080882,-0.89418364,-0.84212062,-0.82434594,-0.812299713,-0.697952439,-0.589511048,-0.569293538,-0.348371057,-0.203480482,-0.209342008,0,0.100080004,0.301456674,0.301516873,0.380064483,0.606709081,0.584333895,0.6745,0.763294191,0.87845891,0.888458355,1.128242275,1.897230067
resonate,1,-1.14416334,-1.141852351,-1.241098488,-0.987478298,-0.315612464,-0.587538213,-0.6745,-0.83999027,-0.731706,0,-0.384869911,-0.175418495,0.204558619,0.358853232,-0.031667769,0.090706311,0.167167542,0.602409787,0.715810731,0.689595451,0.508832795,0.675494808,1.323600789,1.089324298,1.893223422
dynamic,1,-1.531585688,-1.335454989,-1.26877432,-1.191658058,-0.892776686,-0.78361916,-0.57822486,-0.471886137,-0.359873348,-0.240776878,-0.132653139,-0.11542893,0,0.080006289,0.179603242,0.265882206,0.359098166,0.541743207,0.734840586,0.763595224,0.6745,0.820132821,1.119017584,1.353725068,1.858128558
two groups,0,-1.061455077,-0.98047763,-0.968215545,-0.697296889,-0.87648857,-0.669191122,-0.687978861,-0.6745,-0.693541332,-0.626452288,-0.536697656,-0.348331097,0,0.236174897,0.419255805,0.409851507,0.355654978,0.275316493,0.432289099,0.615743524,0.944263975,1.427971449,1.983472011,1.746346257,1.848600452
to assess,0,-1.170075503,-1.114770226,-1.042464791,-0.953968255,-0.880421859,-0.761093088,-0.657093625,-0.543610288,-0.502112552,-0.415373536,-0.301066791,-0.135451642,0,0.121211914,0.228617938,0.316128277,0.42041565,0.5752292,0.6745,0.75144858,0.842920708,1.05935432,1.100459113,1.253769478,1.832576635
include in,0,-0.902478779,-0.850631893,-0.78957973,-0.708847724,-0.6745,-0.609538039,-0.515282785,-0.446948794,-0.391458066,-0.354169901,-0.239134708,-0.137703686,0,0.148248041,0.313756148,0.443681446,0.583727659,0.739661686,0.854080371,1.041604993,1.261402949,1.591696019,1.844796814,1.909024382,1.773319787
identify,0,-1.223151583,-1.154633994,-1.051712657,-0.937096818,-0.834011679,-0.730776044,-0.645524669,-0.523728248,-0.461842801,-0.359345223,-0.228264262,-0.114318906,0,0.136974428,0.243168592,0.312240409,0.420351627,0.574888985,0.6745,0.793868913,0.855922245,1.067022864,1.19730675,1.314595271,1.736980028
secondary analysis,0,-0.810287464,-0.767843272,-0.725993183,-0.67950928,-0.696607253,-0.597683661,-0.536278008,-0.416788693,-0.313578154,-0.24949166,-0.199125795,-0.101377493,0,0.084477862,0.199956985,0.268413453,0.486723038,0.6745,0.810201669,1.002188087,1.070050453,1.223897155,1.387838063,1.616424513,1.695758407
logistic regression,0,-1.095111188,-1.001927626,-0.998709575,-0.884993837,-0.836485928,-0.711953402,-0.636031229,-0.552091809,-0.44363103,-0.340814967,-0.250164938,-0.124846031,0,0.137177723,0.224247651,0.365812928,0.439906109,0.574953909,0.6745,0.825070186,0.959769674,1.287616277,1.521470003,1.469480946,1.674036934
proportion of,0,-0.798888091,-0.796119239,-0.833707198,-0.823080042,-0.718363827,-0.595202963,-0.437298409,-0.42438722,-0.397918745,-0.360045772,-0.186499375,-0.049884391,0,0.209316531,0.364698397,0.383392474,0.527057404,0.6745,0.904670581,1.04787126,1.192441511,1.613986096,1.766627186,1.678456176,1.606658644
aptly,1,-1.50380892,-0.683354196,-0.906811037,-0.6745,-0.952430607,-1.622157526,-0.44407699,-0.660074729,-0.663041629,0.415579872,-0.379828266,0,0.263505336,0.036263141,0.842487907,1.588277206,-0.163774724,0.229297634,-0.280906808,0.726248683,0.564631705,1.297539636,1.101696354,2.546641612,1.580083354
moreover,1,-0.920207905,-0.88207566,-0.834331136,-0.762346108,-0.6745,-0.619036066,-0.51470272,-0.410293319,-0.385303675,-0.327600668,-0.210473984,-0.131615872,0,0.122745016,0.255972064,0.388176486,0.565481199,0.795098889,0.993210068,1.200344142,1.249890603,1.410196207,1.642481904,1.615046367,1.557431232
beacon,1,-2.978003167,-1.844017963,-0.672506921,-1.514880145,-0.6745,0.372740798,-1.252527968,0,-0.604322628,-1.165531804,0.331095931,0.916781519,0.739956921,0.943705573,1.267423613,0.497920166,1.151720114,0.54026436,0.393545749,0.541383281,-0.413581441,-0.097800752,-0.529739502,-0.77600718,1.536838984
to identify,0,-1.151668042,-1.079567603,-0.980285604,-0.858375055,-0.798427686,-0.6745,-0.616201382,-0.509985957,-0.434881623,-0.349210856,-0.226545173,-0.101126842,0,0.127711574,0.262214444,0.354222275,0.486527827,0.638285741,0.748410214,0.902852826,0.982877229,1.185108639,1.278350364,1.330874739,1.485880769
to investigate,0,-1.490454933,-1.380490508,-1.252560335,-1.074281126,-0.965466137,-0.774776777,-0.6745,-0.560309017,-0.468025211,-0.38940507,-0.27198672,-0.163456537,0,0.159514623,0.283435401,0.390408605,0.397913281,0.520303461,0.665896639,0.791522872,0.732814501,0.830763932,0.983406951,1.150485689,1.455221578
were collected,0,-1.247473303,-1.118624293,-1.07193972,-0.969600097,-0.888723212,-0.759983017,-0.6745,-0.534969108,-0.46252567,-0.408341804,-0.29594579,-0.141753717,0,0.11937002,0.234455657,0.253478276,0.37882608,0.497919086,0.628269252,0.785608686,0.940836013,1.169137747,1.320583722,1.277453476,1.446337485
regression analysis,0,-1.671751097,-1.443933779,-1.468452874,-1.384509075,-1.352655687,-1.102885235,-1.064823222,-0.881523971,-0.6745,-0.422984789,-0.267673315,-0.13331198,0,0.188002471,0.068942096,0.130805922,0.197562316,0.233314912,0.304623725,0.365520237,0.526459009,1.037582418,1.295252861,1.061890287,1.441052152
adverse events,0,-1.012513124,-0.944176492,-0.853243287,-0.737861296,-0.676902831,-0.591229948,-0.536382237,-0.42853738,-0.373279691,-0.26865968,-0.170508305,-0.103760313,0,0.122779513,0.231190432,0.35144583,0.499541856,0.6745,0.714158956,0.852769886,0.951610461,1.115181054,1.246556724,1.2941805,1.435212381
statistically,0,-1.737312255,-1.638541153,-1.489734462,-1.299485507,-1.095912821,-1.126400032,-0.875631021,-0.685288923,-0.6745,-0.61430224,-0.463052031,-0.208341787,0,0.274128869,0.316904803,0.412002982,0.377480004,0.400235354,0.444458724,0.548240824,0.553448766,0.849858461,1.134895347,1.217580843,1.412943901
primary endpoint,0,-0.951482064,-0.927682601,-0.872293347,-0.820734416,-0.781868359,-0.740838667,-0.669858379,-0.563492212,-0.487383212,-0.41192211,-0.240170707,-0.097889554,0,0.064447886,0.153485264,0.26332694,0.385703796,0.530027201,0.6745,0.784957931,0.977324814,1.161415834,1.206618731,1.274334115,1.411234971
investigate,0,-1.884010538,-1.697061076,-1.558140334,-1.412973848,-1.212172767,-0.946196501,-0.829499621,-0.650028726,-0.566744712,-0.443881534,-0.300568958,-0.140716763,0,0.176456292,0.287585339,0.363454633,0.371988772,0.556488137,0.720230637,0.799823448,0.592760636,0.6745,0.854284853,0.994150329,1.395212644
association between,0,-1.17669591,-1.103480427,-1.058174221,-0.958162093,-0.894486922,-0.777512499,-0.6745,-0.560762068,-0.500636372,-0.378035554,-0.267746548,-0.145397997,0,0.155002687,0.279134121,0.384637217,0.438071251,0.552257308,0.650889536,0.746231877,0.775676651,0.96633772,1.089802852,1.165272453,1.374450762
difference in,0,-1.390052893,-1.249821977,-1.196296693,-1.12586163,-1.045329509,-0.841472033,-0.784539806,-0.633409292,-0.539794948,-0.508544014,-0.353709277,-0.198885158,0,0.101371992,0.19745286,0.275679459,0.398846138,0.553466787,0.590404443,0.745187839,0.6745,0.973945301,1.267740677,1.297957675,1.370950163
patients who,0,-0.851769089,-0.860480632,-0.738619626,-0.607741341,-0.6745,-0.530648122,-0.688016446,-0.537517757,-0.55815936,-0.487169921,-0.3311925,-0.183359647,0,0.177817659,0.34703742,0.475238074,0.64240847,0.772245543,0.8526116,0.937191639,1.280957294,1.555659938,1.521606422,1.501310936,1.332169976
unprecedented,1,-1.077311238,-0.979609624,-0.804797114,-0.764851914,-0.6745,-0.650722515,-0.610748419,-0.544838614,-0.554077437,-0.440601826,-0.250240172,-0.116474549,0,0.02183689,0.254106011,0.392447249,0.622783903,0.761200091,0.794538778,0.808858006,1.963988109,2.135350171,1.734616787,1.483274928,1.327493617
retrospective,0,-1.029359752,-1.047380049,-0.939492644,-0.844191525,-0.816275291,-0.636827486,-0.56579952,-0.526326121,-0.405255554,-0.369068919,-0.257959344,-0.09146027,0,0.16811072,0.323696429,0.403244493,0.509552575,0.6745,0.854987956,0.962436169,1.093877915,1.318047107,1.340392074,1.361614678,1.316599832
were assessed,0,-1.392768132,-1.334957502,-1.260737749,-1.115116679,-1.066451525,-0.933451969,-0.829323903,-0.610606147,-0.498679844,-0.418542844,-0.290095121,-0.10940137,0,0.194151867,0.308781054,0.349317911,0.432185634,0.574158388,0.649658046,0.6745,0.678381523,0.780186138,0.766853134,0.747992191,1.234252004
to examine,0,-2.249285319,-2.029394534,-1.954370247,-1.720211196,-1.491814488,-1.200545634,-0.985305641,-0.72274585,-0.604869221,-0.605245621,-0.404074708,-0.135956442,0,0.13943337,0.264786134,0.362202806,0.467404657,0.507085874,0.6745,0.627695997,0.356044252,0.7122315,0.945023265,1.01530491,1.162527781
driving force,1,-2.343587854,-2.175101152,-1.652775254,-1.669285423,-0.760244874,-0.750689128,-0.371534778,-0.45353243,-0.018755868,-0.502740241,-0.164871192,0.093627871,0,-0.046356234,0.15719235,0.187216227,0.475021334,0.6745,1.054359012,0.809564641,0.476048692,0.794648194,1.287727319,1.611266042,1.147512717
median follow-up,0,-1.213595984,-1.074556712,-1.042993696,-0.915490083,-0.87338359,-0.769009961,-0.704344709,-0.612719177,-0.538008083,-0.440574582,-0.264255411,-0.128442275,0,0.099491456,0.212526092,0.295165378,0.393305964,0.530873945,0.557233152,0.6745,0.752918911,0.941353714,0.941814811,1.01704361,1.124063915
control group,0,-1.959906487,-1.779316154,-1.627536909,-1.352979616,-1.270347336,-0.847579297,-0.801221173,-0.759860007,-0.6745,-0.666493094,-0.5034239,-0.293735551,0,0.237581268,0.342128362,0.608007486,0.543411638,0.481673886,0.611697819,0.726408928,0.521056279,0.63830383,1.013155799,0.735707156,1.08756664
this trial,0,-0.673686162,-0.740355824,-0.70287988,-0.628536891,-0.686445482,-0.451679913,-0.50596466,-0.557908392,-0.494182734,-0.32785047,-0.201626808,-0.038299635,0,0.343910463,0.409758405,0.6745,0.728881304,0.874402575,0.952471876,1.075251015,0.914436295,0.677264683,0.900715347,0.914836317,1.081373518
evaluate,0,-1.388851954,-1.291351535,-1.160144997,-1.02512005,-0.959069041,-0.839126481,-0.730992959,-0.587648199,-0.507760048,-0.414684711,-0.258780195,-0.123412793,0,0.096950029,0.202204086,0.255861641,0.336400736,0.467701626,0.57311758,0.6745,0.703015639,0.84254858,0.908715718,0.903503165,1.07977382
cross-sectional,0,-1.126915457,-1.062053256,-1.044864857,-0.950078616,-0.883013583,-0.778165309,-0.681296353,-0.570812284,-0.431296429,-0.340265083,-0.242288026,-0.118304846,0,0.122724838,0.213729368,0.273579727,0.358005293,0.45005996,0.60246243,0.6745,0.732351617,0.927090956,0.912130663,0.84788485,1.022033756
