Word,Number of records using the relevant words/phrases,Group,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
vital role,40824,1,-0.820937988,-0.833210904,-0.775381771,-0.6745,-0.472831107,-0.600251922,-0.593381465,-0.429947353,-0.354982906,-0.24208433,-0.131739441,-0.121352097,0,0.195472119,0.448511692,0.625586501,0.851303851,1.295296482,1.784715419,2.221943379,2.727374824,3.311437929,3.78022508,4.139342881,4.274797788
address,906912,1,-1.190914063,-1.064445313,-1.001210938,-0.897876905,-0.769351563,-0.6745,-0.600726563,-0.484796875,-0.358328125,-0.305632813,-0.189703125,-0.094851563,0,0.0843125,0.221320313,0.316171875,0.46371875,0.621804688,0.769351563,0.895820313,1.074984375,1.338460938,1.538703125,2.23428125,4.268320313
thoughtfully,1035,1,-0.519442529,-0.418655172,-0.465172414,-0.6745,-0.643488506,-0.093034483,-0.837310345,-0.302362069,-0.961356322,-0.91483908,0,0.224833333,-0.131798851,-0.558206897,0.077528736,0.364385057,1.403270115,1.411022989,1.635856322,1.356752874,2.13204023,1.147425287,2.0235,3.3725,4.240821839
further research,188812,0,-0.954311882,-0.972021494,-0.904724966,-0.809093057,-0.70283538,-0.6745,-0.582410014,-0.387604273,-0.384062351,-0.320307745,-0.16092123,-0.086540856,0,0.12674274,0.198576825,0.299770615,0.432263666,0.607536412,0.76764973,0.88770957,1.002291827,1.325791907,1.605913352,2.289457297,4.214348403
thoroughly,53154,1,-1.042387822,-1.055648642,-0.882908677,-0.877404186,-0.834585159,-0.66361287,-0.633760592,-0.608863655,-0.404677579,-0.379080396,-0.232891315,-0.053792266,0,0.105902965,0.15271551,0.248870261,0.482491067,0.6745,0.806133374,0.865189675,1.017037593,1.234890664,1.75522592,2.383379665,4.131096212
juxtapose,4666,1,1.386333024,0.698887568,2.154207343,2.056991147,0.764450037,0.508213534,0.34439088,0.693500588,0.229426882,-0.008727743,0,-0.210927408,0.00626393,-0.648692608,-0.041425458,-0.098886578,-0.635287797,-0.823999133,-1.472858779,-0.6745,-0.566802161,-1.467889395,-1.425879303,1.119614877,4.055351907
interplay,112430,1,-1.425370136,-1.349361425,-1.264325995,-1.148061021,-1.106936193,-1.023966231,-0.835040818,-0.6745,-0.557041941,-0.508444268,-0.302538876,-0.244431523,0,0.057548035,0.214143084,0.278720454,0.320467596,0.420549889,0.50620445,0.548381102,0.688743202,0.904382891,0.751810605,1.376306682,3.987253508
insight,839913,1,-1.094523161,-1.032474285,-0.929059491,-0.873374603,-0.769959809,-0.6745,-0.586995175,-0.491535366,-0.419940509,-0.33234961,-0.197549223,-0.105416904,0,0.088464514,0.184274741,0.282251428,0.396983777,0.551814178,0.689339227,0.805937975,0.908614785,1.124757033,1.335739678,1.989428087,3.986100381
journey,27336,1,-0.849478068,-0.888175589,-0.946420634,-0.68965019,-0.823545576,-0.6745,-0.629415057,-0.489004648,-0.478376939,-0.409329961,-0.179593796,-0.123991569,0.036363891,0,0.205239186,0.18147346,0.342390856,0.584423361,0.75611079,0.813131354,1.151510134,1.583101598,1.941344451,2.487112007,3.968289684
elucidate,458892,1,-1.341069483,-1.139770067,-0.953874055,-0.884989913,-0.774799668,-0.6745,-0.647985582,-0.43775721,-0.34538615,-0.333575874,-0.203701289,-0.116138065,0,0.096550543,0.20641352,0.258984181,0.366518922,0.577374284,0.716716999,0.818738914,0.737146145,0.9183895,1.038766501,1.437264122,3.940339883
intriguing,36645,1,-2.132085213,-2.52541263,-1.655564289,-1.615898755,-1.442814055,-1.130695475,-1.17778842,-0.785018757,-0.297310237,-0.6745,0,-0.056914046,0.410376066,-0.098378333,0.379234857,0.218978476,0.319369368,0.217393528,0.682145864,0.781365475,0.481517462,0.385616481,0.333861651,1.576716606,3.784874681
scholarly,10918,1,-0.612306523,-0.530875888,-0.74420648,-0.684005722,-0.701895053,-0.504848008,-0.6745,-0.52465912,-0.329785364,-0.442873794,-0.111979214,-0.055022268,0,0.454269053,0.481373904,0.55743258,1.150753454,1.393878101,1.578523855,1.837222667,1.854544492,2.321930668,2.446962516,2.96177412,3.748807942
in summary,131170,1,-0.86160067,-0.846221619,-0.697446963,-0.6745,-0.71366379,-0.618150085,-0.57692969,-0.527203613,-0.468344874,-0.442348586,-0.288614834,-0.142546285,0,0.018735561,0.087017932,0.282145039,0.476537065,0.76872461,1.058896987,1.335227138,1.434507232,1.546270193,1.888570272,2.048427898,3.683234831
compellingly,320,1,-1.099886106,-2.282821419,-2.318175208,-2.371273348,-0.527059677,0.536715278,-0.950449658,-0.6745,0.625912304,-0.607787738,-0.799127471,0.502894611,0.253363708,0.596476366,1.429145475,0.740559152,1.368249877,-0.581764529,0,0.271485207,0.519912263,0.712932297,-1.337955391,-0.330265097,3.673267834
aim to,1835378,0,-0.928955398,-0.877790074,-0.821462994,-0.733958683,-0.6745,-0.598744872,-0.53461665,-0.463154445,-0.417005757,-0.339067429,-0.225053437,-0.119759922,0,0.150488859,0.285210902,0.451152271,0.608381859,0.804498954,1.019357059,1.288129443,1.653029526,2.157035119,2.536745367,2.903234111,3.660987081
excellently,2038,1,-1.247825,-0.964535,-0.114665,-0.66101,-0.600305,-0.438425,-0.33725,-0.9443,0.465405,-0.21584,-0.708225,0.86336,-0.39121,0.28329,0.29678,0,-0.98477,0.6745,0.748695,0.559835,1.585075,1.59182,2.59008,2.52263,3.6485054
unearth,2357,1,-0.5467,-0.825966667,-0.6745,-0.705266667,-0.598766667,-0.355,-0.229566667,-0.821233333,-0.5396,-0.4118,-0.196433333,-0.002366667,0,0.2414,0.407066667,0.1846,0.7597,0.8023,0.8165,1.067106333,1.264604667,1.570496333,1.885570667,2.255433333,3.613687
effortlessly,941,1,-0.903874429,-1.514124428,-1.387093449,-1.012940346,-0.70579136,-0.586382574,-0.358393564,-0.331051444,-0.238491123,-0.135938268,-0.006632494,0,-0.05157899,0.334307975,0.360957386,0.517868031,0.465484861,0.6745,1.701788191,0.855766948,1.05693138,1.389376206,2.696256283,2.367251118,3.607885873
accurately,221987,1,-1.377215594,-1.268833618,-1.229464317,-1.133298606,-0.911401057,-0.751812399,-0.6745,-0.569194818,-0.506768742,-0.4387398,-0.232743838,-0.239206945,0,0.050778926,0.121611403,0.137102049,0.233859472,0.361873023,0.559287068,0.69930616,0.763087496,1.143619397,1.653396093,2.370974363,3.588036913
significant,4394084,1,-1.817224305,-1.664152683,-1.562104935,-1.358009439,-1.204937816,-1.00084232,-0.847770698,-0.74572295,-0.6745,-0.611932842,-0.39734745,-0.236446571,0,0.152127987,0.234364848,0.238028821,0.248085882,0.337434655,0.408879968,0.442657058,0.431624727,0.747907997,1.003501225,1.485166494,3.561082912
highlight,1002509,1,-0.954977925,-0.912143701,-0.866879837,-0.810714934,-0.744683051,-0.6745,-0.589945116,-0.500662432,-0.422162116,-0.316621084,-0.214713397,-0.118864248,0,0.102843561,0.213554843,0.303076616,0.447044199,0.585684803,0.713659064,0.823902964,1.031629042,1.324300847,1.432918918,1.888214853,3.543562871
capability,261570,1,-1.114744366,-0.983477603,-0.9167918,-0.929929747,-0.836949734,-0.6745,-0.627340501,-0.518796475,-0.450971745,-0.369827888,-0.26673307,-0.13080071,0,0.058507906,0.211987679,0.265818153,0.384874002,0.531723374,0.717032505,0.856792751,0.814515814,0.934226221,1.252116586,1.741206017,3.52856504
landscape,125161,1,-0.811149064,-0.743202333,-0.723779923,-0.699732737,-0.6745,-0.600495701,-0.495049902,-0.409315022,-0.345567619,-0.293399978,-0.212136802,-0.180286737,0,0.150568788,0.24101511,0.406909778,0.572223675,0.736131418,0.92570485,1.026264376,1.209517618,1.488512771,1.704122564,2.173022802,3.448373043
models,4922986,0,-11.62272164,-9.365489759,-8.467607862,-7.174859635,-5.641662834,-3.783518106,-2.859881177,-1.198844966,-0.564385334,-0.426207041,-0.03375005,0.312423413,1.043715942,0.658539585,0.20496284,0.141693504,0,0.644065618,0.6745,0.732838607,-0.586091997,0.09443486,0.418550703,0.873111139,3.387392737
explore,1451561,1,-1.060233385,-1.004220536,-0.939864184,-0.862822164,-0.763102184,-0.6745,-0.579880426,-0.504501036,-0.422156132,-0.339591775,-0.230873666,-0.109459233,0,0.10501396,0.239151522,0.330038483,0.449274752,0.6434766,0.844912177,1.043237243,1.226534521,1.59605344,2.021385499,2.241001172,3.355704675
efficacy,1196170,0,-1.256550052,-1.166546135,-0.976294102,-0.841119033,-0.765331986,-0.6745,-0.565214053,-0.45584915,-0.434797753,-0.315745253,-0.197537415,-0.074640114,0,0.105464355,0.227040108,0.347520445,0.476878747,0.644595149,0.753302369,0.860321238,0.987396629,1.318992982,1.524765213,1.807001696,3.174388196
illuminate,42308,1,-0.978958089,-0.902510169,-0.919498596,-0.732625902,-0.758108542,-0.573359402,-0.361004068,-0.297297467,-0.233590867,-0.148648734,-0.021235533,-0.042471067,0,0.191119801,0.191119801,0.276061934,0.450981146,0.6745,0.954838771,0.867594705,0.923614042,1.018362745,0.901157466,1.478706638,3.150592923
facilitate,737852,1,-1.144745141,-1.064724365,-0.98747094,-0.894117962,-0.731265319,-0.6745,-0.618692416,-0.503991687,-0.412917034,-0.310852949,-0.188270607,-0.109371394,0,0.119939092,0.195620231,0.263642206,0.407985364,0.569066695,0.686151604,0.812500055,0.85853126,1.083343327,1.199027543,1.640730596,3.097872502
finding,3144876,1,-1.397158512,-1.346665306,-1.267375349,-1.145635981,-1.076052924,-1.001229039,-0.872396599,-0.700435707,-0.559323192,-0.45645783,-0.2796246,-0.140457343,0,0.024560883,0.084785776,0.157055189,0.221453986,0.453413911,0.583499029,0.6745,0.66341887,0.97058169,1.177755512,1.633649538,3.091797958
integrate,602202,1,-1.041681127,-0.968456396,-0.905209168,-0.845085693,-0.726859586,-0.6745,-0.551481628,-0.476383269,-0.4198168,-0.297710008,-0.203875721,-0.111691483,0,0.07719245,0.16501168,0.264906339,0.406096716,0.525358599,0.679558402,0.810102578,0.817920773,1.107545729,1.414386635,1.708234059,3.015981019
significance,668198,1,-1.452063552,-1.253047013,-1.164678195,-1.120649527,-0.993708012,-0.957609927,-0.941402569,-0.712365537,-0.601962567,-0.333362858,-0.051894089,-0.084546391,0.080279022,0.04922466,0,0.128998728,0.254196303,0.370234609,0.594421168,0.6745,0.640490479,0.856549398,1.096766413,1.544085956,2.823916827
fortify,17204,1,-1.564286446,0.172092477,0.989283234,0,-1.212987922,-1.054454717,-0.276000299,1.462351164,1.017131773,0.598083485,0.426550153,0.6745,0.914715004,0.664435386,0.048490317,-0.156234497,0.682203779,-0.110602033,-0.707567228,-0.055464101,-0.510639383,-0.891712391,-1.289497628,-0.15600152,2.770844198
critical,1121848,1,-1.602593678,-1.525668547,-1.357271494,-1.209723337,-1.021108428,-0.89826494,-0.755503381,-0.622702606,-0.508078684,-0.444397346,-0.220813702,-0.119830739,0,0.040442834,0.150215279,0.181286282,0.343015273,0.533249284,0.610647985,0.6745,0.998530488,1.250517367,1.388274641,1.657250755,2.745705935
milestone,20555,1,-0.879737159,-0.759996656,-0.863987976,-0.6745,-0.597281907,-0.647623386,-0.398374289,-0.434616937,-0.367235861,-0.339095637,-0.107682594,0,-0.090015021,0.280360721,0.556877003,0.606586676,0.935902733,1.164394156,1.292903349,1.236737775,1.272823429,1.891778172,1.604440789,2.038311047,2.650396344
soil,269135,1,-2.826866767,-1.172326641,-1.0863959,-0.873082476,-0.803181959,-0.461792821,-0.231780492,0.017529292,0,-0.193465916,-0.416200804,-0.361274108,-0.281707381,-0.097593626,0.102995515,0.200574781,0.53853623,0.6745,1.121395171,1.382917269,1.423583153,1.566007712,2.171568072,2.360262069,2.61231338
complexity,256336,1,-1.273515681,-1.085937683,-0.977719845,-1.002463962,-0.840768598,-0.72942548,-0.601940956,-0.537873955,-0.403224163,-0.322015729,-0.230608249,-0.089746847,0,0.092408745,0.242681536,0.279350249,0.389642334,0.538977541,0.67622215,0.6745,0.6895236,0.886940512,1.060916896,1.354342961,2.52626139
emerge,754465,1,-1.217456416,-1.130964753,-1.046000234,-0.939604766,-0.850218684,-0.757966982,-0.680014587,-0.574261499,-0.467207129,-0.327223577,-0.186310666,-0.119652124,0,0.099884902,0.184269598,0.262048669,0.384636556,0.464202398,0.601067475,0.6745,0.941093184,1.187183603,1.211941378,1.476702114,2.491097288
pipeline,52059,1,-0.809388068,-0.790246509,-0.701888593,-0.677384547,-0.627139029,-0.57602072,-0.486676534,-0.468237797,-0.380012551,-0.267531079,-0.221536033,-0.122434285,0,0.136590009,0.370906662,0.465673663,0.6745,0.789920256,1.036691275,1.278572667,1.352329286,1.704813899,1.978058166,2.282393292,2.36633469
examine,2481219,0,-0.908877463,-0.598214801,-0.6745,0,-0.007014984,0.154641468,0.604776646,1.109920213,0.809180073,0.328675261,0.649176247,1.038997796,0.934954755,0.80899814,0.442389502,0.057413284,-0.082104081,-0.103596248,-0.249635264,-0.745400839,-2.23621394,-1.324795767,-1.120734627,-0.811554082,2.341279612
potential,3443010,1,-1.139324644,-1.062169489,-0.976075564,-0.88810059,-0.78246782,-0.6745,-0.60107348,-0.494679197,-0.415003321,-0.347936463,-0.199538566,-0.103534699,0,0.09471212,0.205412195,0.278011544,0.382834191,0.560662491,0.688424471,0.79046039,0.870900499,0.987898516,1.083752355,1.423009561,2.267962497
analysis,8062813,0,-2.36075,-1.98134375,-1.854875,-1.517625,-1.0960625,-0.80096875,-0.71665625,-0.63234375,-0.6745,-0.46371875,-0.33725,-0.168625,0,0.12646875,0.12646875,0.168625,0.168625,0.29509375,0.54803125,0.80096875,0.505875,0.843125,1.0960625,1.01175,2.23428125
primary outcome,238244,0,-0.839243896,-0.811316606,-0.773861693,-0.729530125,-0.6745,-0.623554768,-0.582733158,-0.497960804,-0.43892472,-0.355634677,-0.26877149,-0.165527745,0,0.132005357,0.256523072,0.41175054,0.605659451,0.852636874,1.054628288,1.338238636,1.48977266,1.734842927,1.929695455,2.002983315,2.191099223
ecosystem,220799,1,-1.831280474,-1.335821596,-1.144060081,-1.095248187,-1.123685651,-0.920255443,-0.425289868,-0.068233442,0,-0.190363954,-0.155375522,-0.262110121,-0.04888836,0.233585604,0.199860232,0.475010726,0.553709013,0.444565935,0.6745,0.721083011,0.712059646,0.914144055,1.208606691,1.546116479,2.171719101
understanding,1377918,1,-1.22830858,-1.152228555,-1.057059225,-0.980015475,-0.8765384,-0.778043855,-0.6745,-0.585417999,-0.489520353,-0.384387673,-0.205917667,-0.104958643,0,0.09645164,0.22131757,0.281931481,0.403644924,0.540583776,0.639129901,0.710972906,0.778710458,0.958937462,1.044156593,1.318047164,2.159756764
safety,876135,0,-1.303926549,-1.12635108,-0.985730062,-0.87557574,-0.767202359,-0.6745,-0.590522735,-0.494926305,-0.4191907,-0.340153711,-0.220047924,-0.143668995,0,0.138985672,0.210676292,0.365382625,0.492949685,0.649211807,0.727172009,0.862297294,1.145962155,1.370621269,1.467221467,1.543619232,2.125985626
registered with,25868,0,-0.718497691,-0.698860563,-0.744236459,-0.653609791,-0.688394298,-0.619487706,-0.619809717,-0.45523653,-0.314227161,-0.212317241,-0.123081658,-0.157122781,0,0.216109606,0.425243541,0.6745,0.625269177,0.980969465,1.114835719,1.194098172,1.131939083,1.460038461,1.715418642,1.835881894,2.112189084
exhaustive,20344,1,-1.962181818,-2.59580303,-1.972401515,-2.013280303,-1.471636364,-1.400098485,-0.510984848,-0.388348485,-0.694939394,-0.684719697,0.183954545,0,-0.194174242,0.480325758,0.43944697,-0.398568182,0.347469697,0.122636364,0.57230303,0.6745,0.429227273,0.746037879,0.937084894,1.159945826,2.074557606
this study,5464359,0,-1.200939024,-1.102231707,-1.052878049,-0.954170732,-0.888365854,-0.773207317,-0.6745,-0.559341463,-0.509987805,-0.411280488,-0.246768293,-0.131609756,0,0.098707317,0.197414634,0.279670732,0.34547561,0.444182927,0.559341463,0.69095122,0.740304878,0.954170732,1.233841463,1.398353659,2.03995122
versatile,84237,1,-1.071295138,-0.98800172,-0.876261049,-0.868260017,-0.710576242,-0.6745,-0.635074669,-0.511248214,-0.425561085,-0.277341944,-0.186822468,-0.015806916,0,0.08294454,0.298839715,0.373237092,0.479484162,0.583928578,0.777140358,0.913897766,0.836878538,0.910705215,0.968161297,1.274319028,2.037502858
two groups,403106,0,-1.061455077,-0.98047763,-0.968215545,-0.697296889,-0.87648857,-0.669191122,-0.687978861,-0.6745,-0.693541332,-0.626452288,-0.536697656,-0.348331097,0,0.236174897,0.419255805,0.409851507,0.355654978,0.275316493,0.432289099,0.615743524,0.944263975,1.427971449,1.983472011,1.746346257,1.848600452
to assess,1361731,0,-1.170075503,-1.114770226,-1.042464791,-0.953968255,-0.880421859,-0.761093088,-0.657093625,-0.543610288,-0.502112552,-0.415373536,-0.301066791,-0.135451642,0,0.121211914,0.228617938,0.316128277,0.42041565,0.5752292,0.6745,0.75144858,0.842920708,1.05935432,1.100459113,1.253769478,1.832576635
include in,598456,0,-0.910575,-0.858243103,-0.79610921,-0.709387931,-0.6745,-0.616353448,-0.523318966,-0.453543103,-0.395396552,-0.360508621,-0.244215517,-0.139551724,0,0.151181034,0.32562069,0.453543103,0.593094828,0.755905172,0.872198276,1.058267241,1.279224138,1.616474138,1.872318966,1.942094828,1.802543103
identify,4078630,0,-1.223151583,-1.154633994,-1.051712657,-0.937096818,-0.834011679,-0.730776044,-0.645524669,-0.523728248,-0.461842801,-0.359345223,-0.228264262,-0.114318906,0,0.136974428,0.243168592,0.312240409,0.420351627,0.574888985,0.6745,0.793868913,0.855922245,1.067022864,1.19730675,1.314595271,1.736980028
secondary analysis,44963,0,-0.810287464,-0.767843272,-0.725993183,-0.67950928,-0.696607253,-0.597683661,-0.536278008,-0.416788693,-0.313578154,-0.24949166,-0.199125795,-0.101377493,0,0.084477862,0.199956985,0.268413453,0.486723038,0.6745,0.810201669,1.002188087,1.070050453,1.223897155,1.387838063,1.616424513,1.695758407
logistic regression,512557,0,-1.095111188,-1.00236651,-0.998709575,-0.884993837,-0.836485928,-0.711953402,-0.636031229,-0.552091809,-0.44363103,-0.340814967,-0.250164938,-0.124846031,0,0.137177723,0.224247651,0.365812928,0.439906109,0.574953909,0.6745,0.825070186,0.959769674,1.287616277,1.521470003,1.469480946,1.674036934
proportion of,476135,0,-0.843125,-0.843125,-0.87685,-0.87685,-0.74195,-0.640775,-0.47215,-0.438425,-0.438425,-0.370975,-0.20235,-0.06745,0,0.20235,0.370975,0.370975,0.5396,0.6745,0.910575,1.0792,1.2141,1.652525,1.82115,1.719975,1.647111126
aptly,874,1,-1.50380892,-0.683354196,-0.906811037,-0.6745,-0.952430607,-1.622157526,-0.44407699,-0.660074729,-0.663041629,0.415579872,-0.379828266,0,0.263505336,0.036263141,0.842487907,1.588277206,-0.163774724,0.229297634,-0.280906808,0.726248683,0.564631705,1.297539636,1.101696354,2.546641612,1.580083354
to identify,1227209,0,-1.151668042,-1.079567603,-0.980285604,-0.858375055,-0.798427686,-0.6745,-0.616201382,-0.509985957,-0.434881623,-0.349210856,-0.226545173,-0.101126842,0,0.127711574,0.262214444,0.354222275,0.486527827,0.638285741,0.748410214,0.902852826,0.982877229,1.185108639,1.278350364,1.330874739,1.485880769
were collected,717610,0,-1.247825,-1.124166667,-1.0792,-0.978025,-0.888091667,-0.764433333,-0.6745,-0.5396,-0.460908333,-0.4047,-0.292283333,-0.1349,0,0.123658333,0.236075,0.258558333,0.382216667,0.505875,0.633516706,0.786916667,0.9443,1.177200241,1.329434441,1.286079717,1.455842711
to investigate,1436188,0,-1.490454933,-1.380490508,-1.252560335,-1.074281126,-0.965466137,-0.774776777,-0.6745,-0.560309017,-0.468025211,-0.38940507,-0.27198672,-0.163456537,0,0.159514623,0.283435401,0.390408605,0.397913281,0.520303461,0.665896639,0.791522872,0.732814501,0.830763932,0.983406951,1.150485689,1.455221578
regression analysis,534377,0,-1.678218089,-1.443812409,-1.469857485,-1.391722258,-1.365677183,-1.105226427,-1.053136276,-0.881523971,-0.6745,-0.422984789,-0.267673315,-0.13331198,0,0.188002471,0.068942096,0.130805922,0.197562316,0.233314912,0.304623725,0.365520237,0.526459009,1.037582418,1.295252861,1.061890287,1.441052152
adverse events,284494,0,-1.012513124,-0.944176492,-0.853243287,-0.737861296,-0.676902831,-0.591229948,-0.536382237,-0.42853738,-0.373279691,-0.26865968,-0.170508305,-0.103760313,0,0.122779513,0.231190432,0.35144583,0.499541856,0.6745,0.714158956,0.852769886,0.951610461,1.115181054,1.246556724,1.2941805,1.435212381
primary endpoint,77085,0,-0.951482064,-0.927682601,-0.872293347,-0.820734416,-0.781868359,-0.740838667,-0.669858379,-0.563492212,-0.487383212,-0.41192211,-0.240170707,-0.097889554,0,0.064447886,0.153485264,0.26332694,0.385703796,0.530027201,0.6745,0.784957931,0.977324814,1.161415834,1.206618731,1.274334115,1.411234971
investigate,3773222,0,-1.8886,-1.700703571,-1.541714286,-1.397178571,-1.204464286,-0.963571429,-0.819035714,-0.6745,-0.578142857,-0.433607143,-0.289071429,-0.144535714,0,0.144535714,0.289071429,0.33725,0.33725,0.529964286,0.722678571,0.770857143,0.578142857,0.6745,0.819035714,0.963571429,1.397178571
association between,875036,0,-1.17669591,-1.103480427,-1.058174221,-0.958162093,-0.894486922,-0.777512499,-0.6745,-0.560762068,-0.500636372,-0.378035554,-0.267746548,-0.145397997,0,0.155002687,0.279134121,0.384637217,0.438071251,0.552257308,0.650889536,0.746231877,0.775676651,0.96633772,1.089802852,1.165272453,1.374450762
statistically,725858,0,-1.68625,-1.596316667,-1.461416667,-1.28155,-1.0792,-1.101683333,-0.854366667,-0.6745,-0.6745,-0.60705,-0.449666667,-0.20235,0,0.247316667,0.292283333,0.382216667,0.359733333,0.382216667,0.427183333,0.517116667,0.517116667,0.8094,1.101683333,1.169133333,1.371483333
difference in,1486809,0,-1.363351064,-1.234191489,-1.176787234,-1.106497159,-1.033276596,-0.832361702,-0.774957447,-0.617095745,-0.530989362,-0.502287234,-0.344425532,-0.18656383,0,0.100457447,0.200914894,0.272670213,0.401829787,0.545340426,0.588393617,0.746255319,0.6745,0.961521277,1.248542553,1.291595745,1.363351064
patients who,944388,0,-0.851769089,-0.860480632,-0.738619626,-0.607741341,-0.6745,-0.530648122,-0.688016446,-0.537517757,-0.55815936,-0.487169921,-0.3311925,-0.183359647,0,0.177817659,0.34703742,0.475238074,0.64240847,0.772245543,0.8526116,0.937191639,1.280957294,1.555659938,1.521606422,1.501310936,1.332169976
retrospective,1580931,0,-1.029359752,-1.047380049,-0.939492644,-0.844191525,-0.816275291,-0.636827486,-0.56579952,-0.526326121,-0.405255554,-0.369068919,-0.257959344,-0.09146027,0,0.16811072,0.323696429,0.403244493,0.509552575,0.6745,0.854987956,0.962436169,1.093877915,1.318047107,1.340392074,1.361614678,1.316599832
fundamental,258448,1,-1.430183874,-1.35116819,-1.224743097,-1.129924276,-0.987696046,-0.794107621,-0.683485664,-0.588666843,-0.521503512,-0.347669008,-0.201489993,-0.138277446,0,0.071114115,0.213342346,0.308161166,0.43458626,0.517552728,0.636076253,0.677911107,0.6745,0.82014961,0.740022175,0.98109073,1.307536125
enhancement,348325,1,-1.707543221,-1.525339243,-1.387776683,-1.210308057,-0.373740156,0.33892943,0.820751666,0.674429223,1.013611254,0.877681448,0.573160047,0.215122638,0.661990763,0.8754117,0.626927435,0.226811227,0,-0.414281385,-0.510385055,-0.522864395,-1.098685294,-1.219456604,-1.1074586,-0.6745,1.305576436
were assessed,992394,0,-1.392768132,-1.334957502,-1.260737749,-1.115116679,-1.066451525,-0.933451969,-0.829323903,-0.610606147,-0.498679844,-0.418542844,-0.290095121,-0.10940137,0,0.194151867,0.308781054,0.349317911,0.432185634,0.574158388,0.649658046,0.6745,0.678381523,0.780186138,0.766853134,0.747992191,1.234252004
to examine,686600,0,-2.249285319,-2.029394534,-1.954370247,-1.720211196,-1.491814488,-1.200545634,-0.985305641,-0.72274585,-0.604869221,-0.605245621,-0.404074708,-0.135956442,0,0.13943337,0.264786134,0.362202806,0.467404657,0.507085874,0.6745,0.627695997,0.356044252,0.7122315,0.945023265,1.01530491,1.162527781
driving force,27340,1,-2.343587854,-2.175101152,-1.652775254,-1.669285423,-0.760244874,-0.750689128,-0.371534778,-0.45353243,-0.018755868,-0.502740241,-0.164871192,0.093627871,0,-0.046356234,0.15719235,0.187216227,0.475021334,0.6745,1.054359012,0.809564641,0.476048692,0.794648194,1.287727319,1.611266042,1.147512717
median follow-up,139331,0,-1.213595984,-1.074556712,-1.042993696,-0.915490083,-0.87338359,-0.769009961,-0.704344709,-0.612719177,-0.538008083,-0.440574582,-0.264255411,-0.128442275,0,0.099491456,0.212526092,0.295165378,0.393305964,0.530873945,0.557233152,0.6745,0.752918911,0.941353714,0.941814811,1.01704361,1.124063915
control group,604702,0,-1.959906487,-1.779316154,-1.627536909,-1.352979616,-1.270347336,-0.847579297,-0.801221173,-0.759860007,-0.6745,-0.666493094,-0.5034239,-0.293735551,0,0.237581268,0.342128362,0.608007486,0.543411638,0.481673886,0.611697819,0.726408928,0.521056279,0.63830383,1.013155799,0.735707156,1.08756664
this trial,46762,0,-0.673686162,-0.740355824,-0.70287988,-0.628536891,-0.686445482,-0.451679913,-0.50596466,-0.557908392,-0.494182734,-0.32785047,-0.201626808,-0.038299635,0,0.343910463,0.409758405,0.6745,0.728881304,0.874402575,0.952471876,1.075251015,0.914436295,0.677264683,0.900715347,0.914836317,1.081373518
evaluate,3768007,0,-1.388851954,-1.291351535,-1.160144997,-1.02512005,-0.959069041,-0.839126481,-0.730992959,-0.587648199,-0.507760048,-0.414684711,-0.258780195,-0.123412793,0,0.096950029,0.202204086,0.255861641,0.336400736,0.467701626,0.57311758,0.6745,0.703015639,0.84254858,0.908715718,0.903503165,1.07977382
cross-sectional,795454,0,-1.126915457,-1.062053256,-1.044864857,-0.950078616,-0.883013583,-0.778165309,-0.681296353,-0.570812284,-0.431296429,-0.340265083,-0.242288026,-0.118304846,0,0.122724838,0.213729368,0.273579727,0.358005293,0.45005996,0.60246243,0.6745,0.732351617,0.927090956,0.912130663,0.84788485,1.022033756
most common,609956,0,-1.198372981,-1.140074485,-1.038020043,-0.924663972,-0.839221776,-0.775284664,-0.6745,-0.591056086,-0.506247134,-0.420208152,-0.262894924,-0.161264975,0,0.129124675,0.324670644,0.368120658,0.466129053,0.577489993,0.671725102,0.843896407,1.016937532,1.240475638,1.351317372,1.366408735,1.020580879
associate with,4188425,0,-1.591980099,-1.503844647,-1.368128725,-1.257251791,-1.147813954,-1.007619837,-0.859394733,-0.6745,-0.574417169,-0.450315805,-0.315570431,-0.161451814,0,0.154090768,0.246649792,0.316610292,0.386685772,0.534844168,0.589373355,0.672547373,0.680293518,0.907834909,0.889376972,0.839020715,0.947749134
cohort study,663006,0,-1.476800549,-1.369324415,-1.178706864,-0.940870235,-0.89800563,-0.862933572,-0.88985115,-0.619426536,-0.303899502,-0.267177866,-0.299705657,-0.118746888,0,0.132986006,0.181162815,0.22609759,0.279670151,0.510592253,0.756160578,0.836114344,0.73466693,0.809869316,0.6745,0.555382629,0.933077468
increased risk,351929,0,-2.013694713,-1.849286931,-1.736724885,-1.496564302,-1.330920234,-1.009873349,-0.948224796,-0.760901798,-0.6745,-0.538030886,-0.278374009,-0.158443271,0,0.224264865,0.337796894,0.375703805,0.411216447,0.475193311,0.402674606,0.548086252,0.579335205,0.878136338,0.824488905,0.85946647,0.911831409
ratio,1804884,0,-1.512806595,-1.434697276,-1.342868687,-1.223188231,-1.095965787,-0.918381743,-0.836334237,-0.6745,-0.564264086,-0.436443197,-0.304743541,-0.200968625,0,0.17057488,0.249089366,0.343387484,0.415351582,0.536087889,0.638245336,0.725481072,0.643249168,0.75736215,0.863891812,0.811635557,0.889063242
