"Search query: (""according to""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/04/30""[Date - Publication]))"
Year,Count
2024,29135
2023,84781
2022,92171
2021,86376
2020,75359
2019,63334
2018,58185
2017,53931
2016,52560
2015,50716
2014,47665
2013,44358
2012,40544
2011,36525
2010,32893
2009,29792
2008,27528
2007,25641
2006,23857
2005,21770
2004,18642
2003,16995
2002,15474
2001,14393
2000,13517
1999,2
1995,2
1993,15
