"Search query: ((""result obtained""[Text Word]) OR (""results obtained""[Text Word])) AND ((""2000/01/01""[Date - Publication] : ""2024/04/30""[Date - Publication]))"
Year,Count
2024,1945
2023,5820
2022,6277
2021,6398
2020,5865
2019,5284
2018,5120
2017,4930
2016,4939
2015,4927
2014,5046
2013,4851
2012,4780
2011,4697
2010,4453
2009,4176
2008,4187
2007,4154
2006,3850
2005,3678
2004,3399
2003,2992
2002,2825
2001,2705
2000,2594
