"Search query: ((""exposure to""[Text Word]) OR (""exposures to""[Text Word])) AND ((""2000/01/01""[Date - Publication] : ""2024/04/30""[Date - Publication]))"
Year,Count
2024,11657
2023,29326
2022,30704
2021,31251
2020,29328
2019,25858
2018,24395
2017,23340
2016,22993
2015,21877
2014,21322
2013,19874
2012,18795
2011,17652
2010,15935
2009,14891
2008,14237
2007,13542
2006,12888
2005,11798
2004,10555
2003,9903
2002,9264
2001,8782
2000,8420
1999,3
1995,2
1994,241
1993,57
