"Search query: ((""interaction between""[Text Word]) OR (""interactions between""[Text Word])) AND ((""2000/01/01""[Date - Publication] : ""2024/04/30""[Date - Publication]))"
Year,Count
2024,11896
2023,28481
2022,28610
2021,28416
2020,25808
2019,22826
2018,21542
2017,20338
2016,19634
2015,19531
2014,18713
2013,17826
2012,16950
2011,15795
2010,14219
2009,13037
2008,12593
2007,11750
2006,11146
2005,10307
2004,9004
2003,7960
2002,7397
2001,7058
2000,6648
1995,3
