"Search query: (""between groups""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/04/30""[Date - Publication]))"
Year,Count
2024,4535
2023,11699
2022,12564
2021,12816
2020,11536
2019,9978
2018,9291
2017,8918
2016,8502
2015,7918
2014,7305
2013,6764
2012,5919
2011,5187
2010,4714
2009,4151
2008,3622
2007,3310
2006,2970
2005,2726
2004,2290
2003,2088
2002,1873
2001,1751
2000,1634
