"Search query: ((""current study""[Text Word]) OR (""current studies""[Text Word])) AND ((""2000/01/01""[Date - Publication] : ""2024/04/30""[Date - Publication]))"
Year,Count
2024,7883
2023,22409
2022,24843
2021,23914
2020,21179
2019,18688
2018,16856
2017,15263
2016,14169
2015,13200
2014,12284
2013,10970
2012,9718
2011,8049
2010,6602
2009,5763
2008,5117
2007,4481
2006,4144
2005,3657
2004,3121
2003,2738
2002,2294
2001,2116
2000,1884
1995,1
