"Search query: (""promptly""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2026,1
2025,287
2024,2530
2023,1956
2022,1682
2021,1688
2020,1452
2019,991
2018,923
2017,956
2016,959
2015,893
2014,864
2013,778
2012,727
2011,709
2010,629
2009,590
2008,571
2007,516
2006,489
2005,453
2004,429
2003,450
2002,378
2001,370
2000,412
1999,1
1993,13
