"Search query: (""further research""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2024,29333
2023,19491
2022,17034
2021,15677
2020,12893
2019,10684
2018,9721
2017,8791
2016,8027
2015,7386
2014,6734
2013,6190
2012,5478
2011,4879
2010,4302
2009,3619
2008,3297
2007,3090
2006,2536
2005,2184
2004,1946
2003,1631
2002,1399
2001,1248
2000,1242
