"Search query: (""deeper""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2025,1178
2024,11044
2023,7275
2022,6427
2021,6138
2020,5451
2019,4375
2018,4057
2017,3779
2016,3463
2015,3101
2014,2808
2013,2476
2012,2222
2011,1992
2010,1700
2009,1477
2008,1404
2007,1176
2006,1152
2005,1050
2004,895
2003,692
2002,714
2001,635
2000,603
