"Search query: ((""soil""[Text Word])) OR ((""soils""[Text Word])) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2025,1665
2024,22465
2023,21304
2022,21839
2021,20178
2020,18150
2019,15594
2018,14291
2017,12857
2016,12390
2015,11446
2014,10781
2013,9914
2012,9077
2011,8367
2010,7641
2009,7431
2008,7348
2007,6927
2006,6306
2005,5630
2004,4792
2003,4387
2002,3979
2001,3778
2000,2263
1993,4
