"Search query: (""exceptional""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2025,1072
2024,9479
2023,4787
2022,3245
2021,3039
2020,2699
2019,2200
2018,2034
2017,1820
2016,1770
2015,1671
2014,1471
2013,1328
2012,1217
2011,1133
2010,1038
2009,915
2008,878
2007,816
2006,734
2005,721
2004,626
2003,570
2002,524
2001,480
2000,440
1994,1
1993,3
