"Search query: (""statistically""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2024,55043
2023,52446
2022,54453
2021,52436
2020,46039
2019,39758
2018,37274
2017,35720
2016,35074
2015,34517
2014,32585
2013,30869
2012,27974
2011,25269
2010,22291
2009,20192
2008,19044
2007,17859
2006,16414
2005,14568
2004,13389
2003,11921
2002,10873
2001,10178
2000,9672
