"Search query: ((""captive""[Text Word]) OR (""captives""[Text Word])) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2025,87
2024,961
2023,982
2022,1020
2021,1165
2020,983
2019,926
2018,909
2017,891
2016,843
2015,834
2014,735
2013,727
2012,730
2011,696
2010,650
2009,576
2008,511
2007,444
2006,361
2005,349
2004,317
2003,272
2002,281
2001,265
2000,270
