"Search query: (""notably""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2024,53604
2023,25039
2022,18940
2021,17777
2020,14980
2019,12506
2018,11341
2017,10353
2016,9236
2015,8280
2014,7570
2013,6727
2012,6012
2011,5343
2010,4576
2009,3917
2008,3479
2007,3122
2006,2725
2005,2476
2004,2174
2003,1756
2002,1566
2001,1435
2000,1286
