"Search query: (""potential""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2024,356624
2023,287932
2022,276659
2021,270278
2020,239939
2019,202504
2018,187054
2017,173398
2016,161127
2015,152083
2014,142018
2013,130035
2012,118870
2011,106769
2010,94705
2009,82667
2008,76463
2007,69179
2006,62565
2005,56225
2004,48404
2003,42307
2002,38114
2001,34900
2000,32191
