"Search query: ((""compared with""[Text Word])) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2024,101969
2023,112713
2022,128682
2021,128492
2020,122069
2019,108535
2018,102592
2017,99767
2016,99018
2015,99043
2014,95161
2013,90042
2012,83970
2011,76569
2010,69261
2009,63673
2008,59783
2007,56223
2006,52540
2005,49198
2004,43851
2003,40791
2002,37578
2001,35520
2000,33999
