"Search query: (""additionally""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2024,117821
2023,70070
2022,56223
2021,52161
2020,44140
2019,36945
2018,33543
2017,29867
2016,27045
2015,24985
2014,22189
2013,19482
2012,17108
2011,14982
2010,12840
2009,11072
2008,10045
2007,8980
2006,8020
2005,6972
2004,5881
2003,5126
2002,4717
2001,4252
2000,3808
