"Search query: (""subsequently""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2026,6
2025,4158
2024,40834
2023,29716
2022,27686
2021,26841
2020,24223
2019,21167
2018,19601
2017,18218
2016,17323
2015,16921
2014,16081
2013,14762
2012,13777
2011,12700
2010,11482
2009,10543
2008,10041
2007,9331
2006,8692
2005,7940
2004,7146
2003,6296
2002,6049
2001,5732
2000,5432
1999,1
1995,2
1993,9
