"Search query: ((""surpass""[Text Word]) OR (""surpasses""[Text Word]) OR (""surpassed""[Text Word]) OR (""surpassing""[Text Word])) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2024,8531
2023,3451
2022,1986
2021,1807
2020,1504
2019,1181
2018,1085
2017,929
2016,809
2015,771
2014,670
2013,575
2012,549
2011,494
2010,426
2009,377
2008,363
2007,336
2006,312
2005,267
2004,258
2003,210
2002,233
2001,174
2000,184
