"Search query: (""to compare""[Text Word]) AND ((""2000/01/01""[Date - Publication] : ""2024/12/31""[Date - Publication]))"
Year,Count
2024,42171
2023,42735
2022,44874
2021,44660
2020,39668
2019,34380
2018,32360
2017,30873
2016,29572
2015,28557
2014,26903
2013,25034
2012,23026
2011,20958
2010,18407
2009,16675
2008,15300
2007,14293
2006,13078
2005,12202
2004,10847
2003,9596
2002,8817
2001,8113
2000,7584
